INST_NR	INST_NAVN_	POSTNR	POSTDISTRI	INST_NAVN	CVR_NR	P_NR	INST_LEDER	TELEFAX	TLF_NR	INST_ADR	VEJKODE	HUSNRBOGST	POSTBOKS	ETAGE	DOERBETEGN	AJOUR_DATO	AJOUR_BRUG	ADM_KOMMUN	ADM_KOMM_1	NEDLAGT_MN	EJER_KODE	EJER_KODE_	Min_KODE	min_KODE_T	UNDERV_NIV	OPRETTET_M	INST_TYPE_	inst_typ_1	INST_TYP_2	inst_typ_3	AKTIV_KODE	AKTIV_KO_1	INST_TYP_4	inst_typ_5	BEL_KOMMUN	BEL_KOMM_1	FLYTTE_KOD	FLYTTE_K_1	FLYTTE_INS	HOVEDSKOLE	E_MAIL	WEB_ADR	ENHEDSART	ENHEDSART_	VEJNAVN	LOKALITET	STEDNAVN	GEO_BREDDE	GEO_LAENGD	status	BEL_REGION	BEL_REGI_1	WKT_GEO
205002	Bistrupsk.	3460	Birkerõd	Bistrupskolen	29188378	1003276510	Annika Palmelund	4581 1179	4611 4737	NordvanggÜrdsvej 17	437	17	NA	NA	NA	05-10-2020 00:00:00	ds	230	Rudersdal Kommune	01-10-2020 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	195408	121	Grundskoler	1012	Folkeskoler	3	Nedlagt institution	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	230	Rudersdal Kommune	2	Flyttet til institutionsnummer i flyttet institution	281406	NA	bistrupskolen@rudersdal.dk	www.bistrupskolen.dk	0	Institution uden enheder	NordvanggÜrdsvej	NA	NA	55.82914469	12.428387	AJO	1084	Region Hovedstaden	POINT(12.428387 55.8291447)
205003	Hõsterkõb Sk.	2970	Hõrsholm	Hõsterkõb Skole	29188378	1003276492	Hanne Bindseil Mõlle	4594 2083	4594 2080	Nedenomsvej 22	431	22	NA	NA	NA	05-10-2020 00:00:00	ds	230	Rudersdal Kommune	01-10-2020 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	5	191608	121	Grundskoler	1012	Folkeskoler	3	Nedlagt institution	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	230	Rudersdal Kommune	2	Flyttet til institutionsnummer i flyttet institution	281408	NA	hoesterkoebskole@rudersdal.dk	www.hoesterkoeb.skoleintra.dk	0	Institution uden enheder	Nedenomsvej	NA	NA	55.85544806	12.48232787	AJO	1084	Region Hovedstaden	POINT(12.4823279 55.8554481)
205006	Birkerõd Prsk.	3460	Birkerõd	Birkerõd Privatskole	55510628	1002034900	Per Mortensen	4581 2598	4581 0318	Birkevej 15	47	15	NA	NA	NA	06-02-2020 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	192004	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	230	Rudersdal Kommune	NA	NA	NA	NA	kontor@birkerodprivatskole.dk	www.birkerodprivatskole.dk	0	Institution uden enheder	Birkevej	NA	NA	55.84326015	12.42898611	AJO	1084	Region Hovedstaden	POINT(12.4289861 55.8432601)
205007	Birkerõd Gym.	3460	Birkerõd	Birkerõd Gymnasium HF IB & Kostskole	29554358	1003274762	Lone HÑckert, konst.	4582 0257	4516 8220	Sõndervangen 56, Postboks 220	630	56	NA	NA	NA	30-11-2020 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	1	Bõrne- og Undervisningsministeriet	NA	200701	131	Gymnasier og HF-kurser	1061	Gymnasier og HF-kurser	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	230	Rudersdal Kommune	NA	NA	NA	NA	mail@birke-gym.dk	www.birke-gym.dk	0	Institution uden enheder	Sõndervangen	NA	NA	55.83885063	12.43881081	AJO	1084	Region Hovedstaden	POINT(12.4388108 55.8388506)
205200	NA	3460	Birkerõd	Pëdagogisk-Psykologisk RÜdgivning	29188378	NA	Line Graff Jespersen	4599 0359	4599 0600	RÜdhuset, Stationsvej 36	587	36	NA	NA	NA	21-11-2019 00:00:00	ds	230	Rudersdal Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	NA	NA	932	Centre for Pëdagogisk og psykologisk rÜdgivning	2021	Centre for Pëdagogisk og psykologisk rÜdgivning	2	Aktiv institution medtëlles dog ikke i Danmarks Statistiks statistikker	10	Center for psykologisk og pëdagogisk rÜdgivning	230	Rudersdal Kommune	NA	NA	NA	NA	lgje@rudersdal.dk	NA	0	Institution uden enheder	Stationsvej	RÜdhuset	NA	55.84013587	12.42709218	AJO	1084	Region Hovedstaden	POINT(12.4270922 55.8401359)
205402	Beredskabsst.	3460	Birkerõd	Beredskabsstyrelsens Uddannelser	52990319	1003397653	Per Bach Jensen	4582 6565	4590 6000	Datavej 16	102	16	NA	NA	NA	21-11-2019 00:00:00	UNIC\hrk	NA	NA	NA	1	Statslige	3	Forsvarsministeriet	NA	199601	293	Redningsvësenet	1082	Institutioner inden for politi, forsvar m.v.	2	Aktiv institution medtëlles dog ikke i Danmarks Statistiks statistikker	99	ùvrige uddannelsesinstitutioner m.v.	230	Rudersdal Kommune	NA	NA	NA	NA	brs@brs.dk	www.brs.dk	0	Institution uden enheder	Datavej	NA	NA	55.83534472	12.41131983	AJO	1084	Region Hovedstaden	POINT(12.4113198 55.8353447)
205404	Kriminal f.uddc	3460	Birkerõd	Kriminalforsorgens Uddannelsescenter	53383211	1003393543	Jõrgen Balder	4590 2399	7255 3900	Biskop Svanes Vej 69	49	69	NA	NA	NA	15-08-2019 00:00:00	ds	NA	NA	NA	1	Statslige	6	Justitsministeriet	NA	194201	291	Politi- og Fëngselsvësenets skoler	1082	Institutioner inden for politi, forsvar m.v.	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	230	Rudersdal Kommune	1	Flyttet fra institutionsnummer i flyttet institution	101485	NA	kriminalforsorgens.Uddannelsescenter@krfo.dk	www.kriminalforsorgen.dk	0	Institution uden enheder	Biskop Svanes Vej	NA	NA	55.84706637	12.46162148	AJO	1084	Region Hovedstaden	POINT(12.4616215 55.8470664)
207002	Solvangsk.	3520	Farum	Solvangskolen	29188327	1003276881	Andreas Hundebõll Andersen	7235 7480	7235 7480	Nordtoftevej 58	433	58	NA	NA	NA	13-11-2019 00:00:00	ds	190	Furesõ Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	196408	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	190	Furesõ Kommune	NA	NA	NA	NA	Solvangskolen@furesoe.dk	www.solvangskolen.dk	0	Institution uden enheder	Nordtoftevej	NA	NA	55.81296206	12.35665071	AJO	1084	Region Hovedstaden	POINT(12.3566507 55.8129621)
207003	Stavnsholtsk.	3520	Farum	Stavnsholtskolen	29188327	1003277086	Henrik Hansen	7743 4555	7235 7250	Stavnsholtvej 43	607	43	NA	NA	NA	13-11-2019 00:00:00	ds	190	Furesõ Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	197108	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	190	Furesõ Kommune	NA	NA	NA	NA	stavnsholtskolen@furesoe.dk	www.stavnsholtskolen.dk	0	Institution uden enheder	Stavnsholtvej	NA	NA	55.81499681	12.39446514	AJO	1084	Region Hovedstaden	POINT(12.3944651 55.8149968)
207004	Marie Kruse sk	3520	Farum	Marie Kruses Skole	11893716	1003419207	Carsten Gade	4434 6215	4434 6200	Stavnsholtvej 29	607	29	NA	NA	NA	21-11-2019 00:00:00	UNIC\hrk	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	NA	186904	131	Gymnasier og HF-kurser	1062	Private gymnasier og HF-kurser	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	190	Furesõ Kommune	NA	NA	NA	NA	mks@mks.dk	www.mks.dk	0	Institution uden enheder	Stavnsholtvej	NA	NA	55.81372932	12.38711644	AJO	1084	Region Hovedstaden	POINT(12.3871164 55.8137293)
207007	Marie Kruse sk	3520	Farum	Marie Kruses Skole	11893716	1003419207	Carsten Gade	4434 6215	4434 6200	Stavnsholtvej 29	607	29	NA	NA	NA	13-11-2019 00:00:00	UNIC\hrk	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	186904	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	190	Furesõ Kommune	NA	NA	NA	NA	mks@mks.dk	www.mks.dk	0	Institution uden enheder	Stavnsholtvej	NA	NA	55.81372932	12.38711644	AJO	1084	Region Hovedstaden	POINT(12.3871164 55.8137293)
207008	Sprogc Furesõ	3520	Farum	Sprogcenter Furesõ	29188327	1007970524	Hanne Merete Jensen	7743 4781	7235 5050	Hvedemarken 3	277	3	NA	NA	NA	01-09-2021 00:00:00	ds	190	Furesõ Kommune	NA	2	Kommunale	8	Udlëndinge- og Integrationsministeriet	NA	199901	127	Sprogcentre	1052	Sprogcentre	2	Aktiv institution medtëlles dog ikke i Danmarks Statistiks statistikker	99	ùvrige uddannelsesinstitutioner m.v.	190	Furesõ Kommune	NA	NA	NA	NA	sprogcenter@furesoe.dk	sprogcenter.furesoe.dk	0	Institution uden enheder	Hvedemarken	NA	NA	55.81953816	12.37354288	AJO	1084	Region Hovedstaden	POINT(12.3735429 55.8195382)
207010	Korsbjerggaard	3520	Farum	Korsbjerggaard Dagbehandlingsskole	18367106	1001489122	Kurt Jakobsen	NA	4495 3149	Flagsõvej 1	191	1	NA	NA	NA	13-11-2019 00:00:00	ds	NA	NA	NA	6	Selvejende, kommunale	1	Bõrne- og Undervisningsministeriet	9	200208	129	Dagbehandlingstilbud og behandlingshjem	1016	Dagbehandlingstilbud og behandlingshjem	1	Aktiv tëllingsmëssigt for Danmarks Statistik	29	Skole- og behandlingshjem	190	Furesõ Kommune	NA	NA	NA	NA	info@korsbjerggaard.dk	www.korsbjerggaard.dk	0	Institution uden enheder	Flagsõvej	NA	NA	55.82720978	12.35278338	AJO	1084	Region Hovedstaden	POINT(12.3527834 55.8272098)
207011	Samkurser	3460	Birkerõd	Samkurser S/I	14452036	1003626864	Tove S. Christensen	4499 0501	4499 0500	Datavej 58	102	58	NA	NA	NA	22-11-2013 00:00:00	ds	NA	NA	02-11-2013 00:00:00	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	NA	200303	128	Specialskoler for voksne	1051	Specialskoler for voksne	3	Nedlagt institution	99	ùvrige uddannelsesinstitutioner m.v.	230	Rudersdal Kommune	NA	NA	NA	NA	info@samkurser.dk	www.samkurser.dk	0	Institution uden enheder	Datavej	NA	NA	55.837567278206315	12.409610294550205	AJO	1084	Region Hovedstaden	POINT(12.4096103 55.8375673)
207012	Furesõ skolen	3500	Vërlõse	Furesõ skolen	29188327	1003274178	Karl-Erik Riis	NA	7216 4153	Kirke Vërlõsevej 48	333	48	NA	NA	NA	05-02-2016 00:00:00	ds	190	Furesõ Kommune	01-08-2014 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	200405	129	Dagbehandlingstilbud og behandlingshjem	1016	Dagbehandlingstilbud og behandlingshjem	3	Nedlagt institution	23	Observations- og heldagsskoler	190	Furesõ Kommune	2	Flyttet til institutionsnummer i flyttet institution	189003	NA	furesoeskolen@furesoe.dk	NA	0	Institution uden enheder	Kirke Vërlõsevej	NA	NA	55.78258513574398	12.352020869237176	AJO	1084	Region Hovedstaden	POINT(12.3520209 55.7825851)
207375	Samkurs.Dhsk	3520	Farum	S/I Furesõens Uddannelsescenter	20407573	1004290059	Birgit Tribler	4495 4417	4495 4414	Hvedemarken 3	277	3	NA	NA	NA	26-10-2018 00:00:00	ds	NA	NA	31-10-2018 00:00:00	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	NA	199711	147	Daghõjskoler	1021	Daghõjskoler	3	Nedlagt institution	86	Daghõjskoler	190	Furesõ Kommune	NA	NA	NA	NA	info@fu-ud.dk	www.fu-ud.dk	0	Institution uden enheder	Hvedemarken	NA	NA	55.81953816	12.37354288	AJO	1084	Region Hovedstaden	POINT(12.3735429 55.8195382)
207401	Hëren Ing&Abc	7800	Skive	Hërens Ingeniõr- og Abc-Skole	NA	NA	Claus Henrik Pedersen	7226 6598	7226 6000	Skive Kasserne, Sdr. Boulevard 15	7172	15	NA	NA	NA	10-12-2013 00:00:00	ds	NA	NA	02-12-2013 00:00:00	1	Statslige	3	Forsvarsministeriet	NA	199101	292	Forsvarets skoler	1082	Institutioner inden for politi, forsvar m.v.	3	Nedlagt institution	99	ùvrige uddannelsesinstitutioner m.v.	779	Skive Kommune	NA	NA	NA	NA	hias@mil.dk	NA	0	Institution uden enheder	Sdr Boulevard	Skive Kasserne	NA	56.5423109151396	9.041777863057582	AJO	1082	Region Midtjylland	POINT(9.0417779 56.5423109)
208001	Asminderõd Sk.	3480	Fredensborg	Asminderõd Skole	29188335	1003277232	Lars Kyndesen	4848 1336	7256 2011	Benediktevej 29	48	29	NA	NA	NA	07-07-2011 00:00:00	ds	210	Fredensborg Kommune	31-07-2011 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	10	196308	121	Grundskoler	1012	Folkeskoler	3	Nedlagt institution	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	210	Fredensborg Kommune	2	Flyttet til institutionsnummer i flyttet institution	280119	NA	asminderodskole@fredensborg.dk	www.asminderodskole.dk	0	Institution uden enheder	Benediktevej	NA	NA	55.972441134281	12.41094792663176	AJO	1084	Region Hovedstaden	POINT(12.4109479 55.9724411)
208002	Fredensborg Sk.	3480	Fredensborg	Fredensborg Skole	29188335	1003277219	Jens Bernhardt	48402525	7256 2012	Benediktevej 7	48	7	NA	NA	NA	07-07-2011 00:00:00	ds	210	Fredensborg Kommune	31-07-2011 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	190608	121	Grundskoler	1012	Folkeskoler	3	Nedlagt institution	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	210	Fredensborg Kommune	2	Flyttet til institutionsnummer i flyttet institution	280119	NA	fredensborgskole@fredensborg.dk	www.fredensborgskole.dk	0	Institution uden enheder	Benediktevej	NA	NA	55.975866327972675	12.405459330989453	AJO	1084	Region Hovedstaden	POINT(12.4054593 55.9758663)
208003	Humlebëk Sk.	3050	Humlebëk	Humlebëk Skole	29188335	1003277323	Frank Jensen	4919 3352	7256 2014	Gl. Strandvej 132	211	132	NA	NA	NA	07-07-2011 00:00:00	ds	210	Fredensborg Kommune	31-07-2011 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	190708	121	Grundskoler	1012	Folkeskoler	3	Nedlagt institution	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	210	Fredensborg Kommune	2	Flyttet til institutionsnummer i flyttet institution	280120	NA	kcb@fredensborg.dk	www.humlebaekskole.dk	0	Institution uden enheder	Gl Strandvej	NA	NA	55.956827661503844	12.532888074360711	AJO	1084	Region Hovedstaden	POINT(12.5328881 55.9568277)
208004	Baunebj.Sk.	3050	Humlebëk	Baunebjergskolen	29188335	1003277165	Gitte Graatang	4919 3304	7256 2013	Baunebjergvej 401	43	401	NA	NA	NA	07-07-2011 00:00:00	ds	210	Fredensborg Kommune	31-07-2011 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	197008	121	Grundskoler	1012	Folkeskoler	3	Nedlagt institution	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	210	Fredensborg Kommune	2	Flyttet til institutionsnummer i flyttet institution	280120	NA	baunebjergskolen@fredensborg.dk	www.baunebjergskolen.dk	0	Institution uden enheder	Baunebjergvej	NA	NA	55.95994449342221	12.520082753158658	AJO	1084	Region Hovedstaden	POINT(12.5200828 55.9599445)
208005	Humlebëk Ll.Sk.	3050	Humlebëk	Humlebëk Lille Skole	26910528	1001605629	Lis TÅrck Kallesen	4919 3072	4919 1029	Boserupvej 101	64	101	NA	NA	NA	25-08-2017 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	196708	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	210	Fredensborg Kommune	NA	NA	NA	NA	humlebaek@lilleskoler.dk	www.lilleskoler.dk	0	Institution uden enheder	Boserupvej	NA	NA	55.96496114	12.51812569	AJO	1084	Region Hovedstaden	POINT(12.5181257 55.9649611)
208007	Endrupskolen	3480	Fredensborg	Endrupskolen	29188335	1003277268	Helle Toftekër	4848 3510	7256 2010	Endrupvej 32	173	32	NA	NA	NA	18-05-2021 00:00:00	ds	210	Fredensborg Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	197808	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	210	Fredensborg Kommune	NA	NA	NA	NA	endrupskolen@fredensborg.dk	www.endrupskolen.dk	0	Institution uden enheder	Endrupvej	NA	NA	55.98545588	12.40587577	AJO	1084	Region Hovedstaden	POINT(12.4058758 55.9854559)
208008	Langebjergsk.	3050	Humlebëk	Langebjergskolen	29188335	1003277475	Sõren Bjõrn Jakobsen	4916 2626	7256 2015	Langebjergvej 401	407	401	NA	NA	NA	13-11-2019 00:00:00	ds	210	Fredensborg Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	198008	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	210	Fredensborg Kommune	NA	NA	NA	NA	langebjergskolen@fredensborg.dk	www.langebjergskolen.dk	0	Institution uden enheder	Langebjergvej	NA	NA	55.96264829	12.50415668	AJO	1084	Region Hovedstaden	POINT(12.5041567 55.9626483)
208009	Sk.Slotsvënge	3480	Fredensborg	Skolen pÜ Slotsvënget	78297212	1002546308	Kasper Nyboe Pavar	4847 6779	4847 6777	Slotsvënget 61	630	61	NA	NA	NA	13-11-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	199208	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	22	Folkeskoler og private skoler, ikke fuldt Ürgangsdelte	210	Fredensborg Kommune	NA	NA	NA	NA	skolen@slotsvaenget.dk	www.slotsvaenget.dk	0	Institution uden enheder	Slotsvënget	NA	NA	55.97600205	12.38755604	AJO	1084	Region Hovedstaden	POINT(12.387556 55.976002)
208200	NA	2980	Kokkedal	Pëdagogisk-Psykologisk RÜdgivning	29188335	1003282387	Henriette Werlauff	4848 2294	7256 5000	Egevangen 3B, Brõnsholm	158	3B	NA	NA	NA	21-11-2019 00:00:00	UNIC\hrk	210	Fredensborg Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	NA	NA	932	Centre for Pëdagogisk og psykologisk rÜdgivning	2021	Centre for Pëdagogisk og psykologisk rÜdgivning	2	Aktiv institution medtëlles dog ikke i Danmarks Statistiks statistikker	10	Center for psykologisk og pëdagogisk rÜdgivning	210	Fredensborg Kommune	NA	NA	NA	NA	hew@fredensborg.dk	NA	0	Institution uden enheder	Egevangen	NA	Brõnsholm	55.90506436	12.47406991	AJO	1084	Region Hovedstaden	POINT(12.4740699 55.9050644)
208210	Fredensb.Ungsk.	2990	NivÜ	Fredensborg  Ungdomsskole	29188335	1013252056	Per Nielsen	4847 5630	7256 5555	Mõllevej 9S	485	9S	NA	NA	NA	10-09-2020 00:00:00	hrk	210	Fredensborg Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	NA	194310	125	Kommunale ungdomsskoler	1014	Kommunale ungdomsskoler og ungdomskostskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	24	Kommunale ungdomsskoler	210	Fredensborg Kommune	NA	NA	NA	NA	ungdomsskolen@fredensborg.dk	www.ungfredensborg.dk	0	Institution uden enheder	Mõllevej	NA	NA	55.92615541	12.48811229	AJO	1084	Region Hovedstaden	POINT(12.4881123 55.9261554)
208300	Krogerup Hsk	3050	Humlebëk	Krogerup Hõjskole	44913216	1001860289	Rasmus Meyer	4919 4954	4919 0380	Krogerupvej 13	393	13	NA	NA	NA	17-08-2018 00:00:00	ds	NA	NA	NA	5	Selvejende, private	7	Kulturministeriet	NA	194606	141	Folkehõjskoler	1022	Folkehõjskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	84	Folke- og ungdomshõjskoler	210	Fredensborg Kommune	NA	NA	NA	NA	kontoret@krogerup.dk	www.krogerup.dk	0	Institution uden enheder	Krogerupvej	NA	NA	55.97354057	12.53477729	AJO	1084	Region Hovedstaden	POINT(12.5347773 55.9735406)
209001	Falkenborgsk.	3600	Frederikssund	Falkenborgskolen	29189129	1003277712	Gitte Reimann	4737 0037	4737 0030	Ved Kirken 1	1373	1	NA	NA	NA	07-07-2015 00:00:00	ds	250	Frederikssund Kommune	31-07-2015 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	7	190308	121	Grundskoler	1012	Folkeskoler	3	Nedlagt institution	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	250	Frederikssund Kommune	2	Flyttet til institutionsnummer i flyttet institution	280633	NA	falkenborgskolen@frederikssund.dk	www.falkenborgskolen.dk	0	Institution uden enheder	Ved Kirken	NA	NA	55.83891529035213	12.067181693916288	AJO	1084	Region Hovedstaden	POINT(12.0671817 55.8389153)
209002	Marienlystsk.	3600	Frederikssund	Marienlystskolen	29189129	1003277979	Jesper Overgaard Nielsen	4737 0080	4735 2910	Odinsvej 4	917	4	NA	NA	NA	07-07-2015 00:00:00	ds	250	Frederikssund Kommune	31-07-2015 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	10	196108	121	Grundskoler	1012	Folkeskoler	3	Nedlagt institution	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	250	Frederikssund Kommune	2	Flyttet til institutionsnummer i flyttet institution	280633	NA	marienlystskolen@frederikssund.dk	www.marienlystskolen.dk	0	Institution uden enheder	Odinsvej	NA	NA	55.84576586841017	12.062249009332662	AJO	1084	Region Hovedstaden	POINT(12.062249 55.8457659)
209003	èdalens sk Syd	3600	Frederikssund	èdalens Skole, afd. Syd	29189129	1003278033	Flemming West Clausen	4731 1297	4731 1846	Roskildevej 160 D	1002	160D	NA	NA	NA	30-09-2013 00:00:00	ds	250	Frederikssund Kommune	30-09-2013 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	196408	121	Grundskoler	1012	Folkeskoler	3	Nedlagt institution	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	250	Frederikssund Kommune	2	Flyttet til institutionsnummer i flyttet institution	280222	280222	aadalensskole@frederikssund.dk	www.aadalensskole.dk	2	Afdeling (underordnet enhed)	Roskildevej	NA	NA	55.82349972110623	12.089287933897268	AJO	1084	Region Hovedstaden	POINT(12.0892879 55.8234997)
209004	èdalens sk Nord	3600	Frederikssund	èdalens Skole, afd. Nord	29189129	1003277906	Flemming West Clausen	4737 0028	4737 0000	Kornvënget 4	658	4	NA	NA	NA	30-09-2013 00:00:00	ds	250	Frederikssund Kommune	30-09-2013 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	10	197208	121	Grundskoler	1012	Folkeskoler	3	Nedlagt institution	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	250	Frederikssund Kommune	2	Flyttet til institutionsnummer i flyttet institution	280222	280222	aadalensskole@frederikssund.dk	www.aabjergskolen.dk	2	Afdeling (underordnet enhed)	Kornvënget	NA	NA	55.82989023917643	12.08598261384433	AJO	1084	Region Hovedstaden	POINT(12.0859826 55.8298902)
209005	Frsund.Pr.Rsk.	3600	Frederikssund	Frederikssund Private Realskole	59618628	1002101012	Bo Mehl Jõrgensen	4731 0844	4737 1700	Tvërstrëde 18 Postboks 156	1331	18	NA	NA	NA	24-10-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	188911	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	250	Frederikssund Kommune	NA	NA	NA	NA	kontor@fpr.nu	www.privatskolenifrederikssund.dk	0	Institution uden enheder	Tvërstrëde	NA	NA	55.84067215	12.06318854	AJO	1084	Region Hovedstaden	POINT(12.0631885 55.8406722)
209006	Fr.Sund.Gym.	3600	Frederikssund	Frederikssund Gymnasium	29545987	1003274956	Agnethe Dybro Pedersen	4738 5050	4731 3011	Odinsvej 6	917	6	NA	NA	NA	10-09-2021 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	1	Bõrne- og Undervisningsministeriet	NA	197008	131	Gymnasier og HF-kurser	1061	Gymnasier og HF-kurser	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	250	Frederikssund Kommune	NA	NA	NA	NA	frsgym@frsgym.dk	www.frsgym.dk	0	Institution uden enheder	Odinsvej	NA	NA	55.84668428	12.06264597	AJO	1084	Region Hovedstaden	POINT(12.062646 55.8466843)
209009	Kõlholm	3600	Frederikssund	Kõlholm	29189129	1003277992	Kirsten Weiland	NA	4735 1230	Marbëkvej 43	801	43	NA	NA	NA	20-09-2016 00:00:00	ds	250	Frederikssund Kommune	01-08-2016 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	10	199908	126	Specialskoler for bõrn	1015	Specialskoler for bõrn	3	Nedlagt institution	27	Skoler for svërt handicappede	250	Frederikssund Kommune	2	Flyttet til institutionsnummer i flyttet institution	280634	280634	kaerholm@frederikssund.dk	www.kërholm.dk	2	Afdeling (underordnet enhed)	Marbëkvej	NA	NA	55.821192135131696	12.078092076101232	AJO	1084	Region Hovedstaden	POINT(12.0780921 55.8211921)
209010	Grëse/Bkby sk.	3600	Frederikssund	Grëse Bakkebyskolen	29189129	1010403975	Lillian Gustafsson	NA	4736 6700	Hõjvang 8	540	8	NA	NA	NA	01-09-2015 00:00:00	ds	250	Frederikssund Kommune	31-07-2015 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	3	200302	121	Grundskoler	1012	Folkeskoler	3	Nedlagt institution	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	250	Frederikssund Kommune	2	Flyttet til institutionsnummer i flyttet institution	280633	NA	graesebakkebyskolen@frederikssund.dk	www.graesebakkebyskolen.dk	0	Institution uden enheder	Hõjvang	NA	NA	55.86185855578686	12.072738912326933	AJO	1084	Region Hovedstaden	POINT(12.0727389 55.8618586)
